substrate	product	barrier	heat
CC1=C2CC[C@H](C)C[C@@H](C)[C+](C)[C@H]2CC1	CC1=C2CC[C@H](C)C[C@@H](C)[C@@H](C)[C+]2CC1	4.267	-10.851
C[C+]1[C@]23C[C@@]1(C)CC[C@H](C)[C@@H]2CC[C@H]3C	C[C+]1C[C@@]23[C@@H](CC[C@H]2C)[C@@H](C)CC[C@]13C	5.64	-2.123
CC(C)=C[CH+]C[C@H](C)[C@@H]1CC[C@]2(C)C[C@H]12	CC(C)=CCC[C@H](C)[C+]1CC[C@]2(C)C[C@H]12	7.479	-0.433
C=C(C)[C@H]1[CH+]C[C@@H]2[C@@H](C)CC[C@@H]2[C@H](C)C1	C=C(C)[C+]1CC[C@@H]2[C@@H](C)CC[C@@H]2[C@H](C)C1	19.131	-2.811
C[C@@H]1CC[C+]2[C@@H](CC2(C)C)[C@]2(C)CC[C@H]12	C[C@@H]1CC[C@]2([CH+][C@]3(C)CC[C@H]13)CC2(C)C	7.308	-0.656
C[C+]1CC(C)(C)CC[C@]12C[C@H](C)[C@H]1C[C@H]12	C[C@H]1C[C+]([C@@]2(C)CCC(C)(C)C2)[C@@H]2C[C@H]12	3.702	-3.164
CC1=C2CC(C)(C)CC[CH+][C@]2(C)CCC1	C[C+]1CCC[C@@]2(C)CCCC(C)(C)C=C12	3.347	-19.029
CC(C)[C@H]1CC[C+]2CC[C@H](C)[C@@H]3C[C@]23C1	CC(C)[C@H]1CC[C@@]23CC[C@H](C)[C@@H]2C[C+]3C1	5.26	3.674
C[C@@H]1CC(C)(C)[C@H]2CC[C@]3(C)C[CH+][C@]12C3	C[C@@H]1CC(C)(C)[C+]2CC[C@]3(C)CC[C@@]21C3	0.003	0.003
CC(C)CC1=C[C@]2(C)CCC[C@]2(C)C[CH+]1	C[C+]1[C@H]2CCC[C@]1(C)CC=C2CC(C)C	11.412	-3.315
CC1(C)CCC[C+]2[C@H]3CC[C@H](C3)[C@@]2(C)C1	C[C+]1[C@@H]2CC[C@@H](C2)[C@@]12CCCC(C)(C)C2	6.286	-0.306
CC1=CC[C+]([C@]2(C)CC[C@@H]2C(C)C)CC1	CC1=CC[C@](C)([C+]2CC[C@@H]2C(C)C)CC1	7.047	4.834
C[C@H]1CC[C@@H]2[C+](CC2(C)C)[C@]2(C)CC[C@H]12	C[C+]1CC[C@@H]2[C@@H](C)CC[C@H]3C(C)(C)C[C@]132	5.066	-21.011
C/C1=C\[CH+]CC(C)(C)CC[C@@]2(C)CC[C@@H]12	C[C+](C)[C@H]1C/C=C/[C@@H](C)[C@@H]2CC[C@]2(C)C1	19.924	12.531
C[C+]1CC[C@@]23CC[C@@H]([C@@H](C)C2)[C@H]3C1(C)C	C[C+]1[C@@H]2[C@H]3CC[C@]2(CCC1(C)C)C[C@@H]3C	3.589	-9.417
CC(C)=C1CC[C@@](C)([C+]2CC[C@H](C)C2)C1	CC(C)=C1CC[C+](C)[C@]2(CC[C@H](C)C2)C1	11.464	4.686
C[C+]1CC[C@@]23C[C@@H]1[C@@H](CC(C)C)[C@@H]2[C@H]3C	CC(C)C[C@H]1[C@@H]2[C@@H](C)[C+]3CC[C@]2(C)[C@@H]1C3	10.108	-5.907
C/C1=C\CC[C+](C)/C=C\C(C)(C)CCC1	CC1(C)[CH+][C@H]2[C@@H](C1)C[C@@]1(C)CCC[C@@]21C	49.271	-39.464
C[C+]1CC[C@@H]2C[C@H]1[C@]2(C)C/C=C\C(C)C	CC1=CC[C@H]([C+](C)C/C=C\C(C)C)CC1	8.142	5.681
C[C@@H]1CCC[C@@H]2[C+]1[C@@]1(C)CC[C@]2(C)[C@@H]1C	C[C+]1CCC[C@@H]2[C@@H]1[C@@]1(C)CC[C@]2(C)[C@@H]1C	10.62	6.913
C[C+]1[C@@H](C)C[C@]2(C3(C)CC3)[C@@H](C)CC[C@H]12	C[C+]1CC[C@@H]2C(C)(C)CC[C@]12C1(C)CC1	12.629	-3.904
CC(C)=CC[C@@H]1CCC/C(C)=C\C[C+]1C	CC(C)=CC[C@@H]1CCC[C+](C)[C@@H]2C[C@]12C	9.089	-13.044
C[C@H]1CC[C@@H]2C[C@H]3[C@@H](C)C[C@@H]2[C+]1C3(C)C	C[C+](C)[C@]12[C@@H](C)CC[C@@H]3C[C@H]1[C@@H](C)C[C@@H]32	19.075	9.322
CC(C)=CCC[C+](C)[C@@H]1CCC=C(C)C1	CC1=CCC[C@@H]([C@@]2(C)CC[C@@H]2[C+](C)C)C1	7.523	-9.975
C/C1=C\C[C@@H]2[C@H](C[C+](C)CCC1)C2(C)C	C[C@H]1[CH+][C@@H]2[C@@H]3[C@H](C[C@]2(C)CCC1)C3(C)C	2.91	-17.314
C/C1=C\CC[C+](C)CCC(C)(C)/C=C/C1	C[C+]1CCC[C@@]23[C@@H]([C@H]2C1)C(C)(C)C[C@H]3C	17.111	-0.742
C[C+](C)/C=C/[C@H](C)CCC1=CCC[C@@H]1C	CC(C)=C[C@@H]1[C@H]2CC[C@H](C)[C+]2CC[C@H]1C	8.601	-23.419
CC(C)=C[C@@H]1C[C+](C)[C@@H]2CC[C@H]1[C@@H](C)C2	CC(C)=C[C@@]1(C)C[CH+][C@H]2CC[C@@H]1C[C@@H]2C	31.231	16.567
C[C+]1C[C@@H]2[C@@H](C)C[C@@H](C)[C@@]13[C@H]2CC[C@H]3C	C[C+]1C[C@@H](C)[C@]23[C@@H](C)C[C@H]1[C@@H]2CC[C@H]3C	49.298	7.623
CC1=CC[C+]([C@@]2(C)CCCC2(C)C)CC1	CC1=CC[C@]2(CCCC(C)(C)[C+]2C)CC1	8.439	5.507
C[C+](C)[C@@]12CC[C@]1(C)CC[C@]1(C)CC[C@@H]12	CC(C)[C@@]12CC[C@]1(C)CC[C@]1(C)CC[C+]12	9.76	9.76
C[C+]1[C@@H]2CC(C)(C)[C@@H]2C[C@H]2CCC[C@@]12C	C[C+]1CCC[C@@H]2C[C@@H]3[C@@H](CC3(C)C)[C@@]12C	12.048	3.479
C=C[C@]1(C)CC[C@H]1[C+](C)CCC=C(C)C	C=C[C@]1(C)CC[C@H]1[C@]1(C)CC[C@@H]1[C+](C)C	5.186	-7.347
CC1=CC[C@]2(C)CC[C@H]1[C@H](C[C+](C)C)C2	CC(C)=C[C@@H]1C[C@]2(C)CC[C+](C)[C@H]1CC2	2.47	0.697
CC(C)[C+]1[C@@H]2C[C@H](C)[C@@H]3CC[C@@]1(C)[C@H]2C3	CC(C)[C@H]1[C@@H]2[CH+][C@H](C)[C@@H]3CC[C@@]1(C)[C@H]2C3	2.465	-2.421
C=C(C)[C@@H]1CC[C@]2(C)CCC[C+](C)[C@@H]2C1	CC1=CCC[C@@]2(C)CC[C@@H]([C+](C)C)C[C@@H]12	2.655	-4.75
CC1=CC[C@](C)([C+]2CCCC2(C)C)CC1	CC1=CC[C+]([C@]2(C)CCCC2(C)C)CC1	4.51	-0.465
CC1=CC[C@](C)([C+]2CCCC2(C)C)CC1	CC1=CC[C+](C)[C@]2(CCCC2(C)C)CC1	16.353	11.972
CC(C)=CC[C@]12C[C@](C)(CCC[C+]1C)C2	CC(C)=CC[C+]1C[C@@]2(C)CCC[C@]1(C)C2	10.718	-19.884
C[CH+][C@@]12CC[C@H](C)[C@@]1(C)CC=CC2(C)C	C[C@H]1[C+]2CC[C@H](C)[C@@]2(C)CC=CC1(C)C	2.186	-15.108
C[C@H]1CC[C+]2[C@@H](CC2(C)C)[C@]2(C)CC[C@H]12	C[C+](C)C[C@@H]1[C@H]2CC[C@H](C2)[C@H]2CC[C@@]12C	2.378	-11.837
C/C1=C/CC/C(C)=C/C[C@H]([C+](C)C)CC1	CC(C)=C1CC[C@@]2(C)CCC[C+](C)[C@@H]2C1	20.784	2.871
C/C1=C2\CC[C@@]2(C)CC[C@H]([C+](C)C)CC1	CC1(C)CC[C@]2(C)[C+]3CC[C@@]3(C)CC[C@H]12	1.008	-40.832
C[C+](C)[C@@H]1CC[C@@H](C)[C@]12CC[C@]1(C)C[C@@H]12	CC(C)=CCC[C@@H](C)C1=CC[C+](C)CC1	27.891	25.693
C/C1=C2\CC[C@]2(C)CCC(C)(C)C[CH+]C1	CC1(C)CC[C@@]2(C)CC[C+]2[C@]2(C)C[C@@H]2C1	2.094	-15.679
C[C+]1C(C)(C)CC[C@H]2C[C@@H]3[C@@H](C)CC[C@]123	C[C+]1CC[C@H]2C[C@@H]3[C@@H](C)CC[C@]23C1(C)C	10.662	4.268
C/C1=C/C[C+](C)[C@@H](C)CC/C(C)=C/CC1	C[C+]1CC[C@H](C)[C@@]2(C)C[C@@H]2[C@@]2(C)CC[C@@H]12	0.638	-11.714
C=C(C)CCC[C@H]1[C+](C)[C@H]2CC[C@H](C)[C@@H]12	C[C+](C)CCC1=C[C@@H]2[C@@H](C)CC[C@@H]2[C@H]1C	228.895	-29.924
C[C+]1CC[C@H](C)[C@@H](C)[C@]12C=C[C@@H](C)CC2	C[C@@H]1C=C[C+]([C@]2(C)CC[C@H](C)[C@H]2C)CC1	5.705	-11.733
CC(C)=CCC[C+]1[C@H]2CC[C@H](C2)C1(C)C	C[C+](C)[C@@H]1CC[C@]12[C@H]1CC[C@H](C1)C2(C)C	4.45	-6.008
C=C1C[CH+][C@@]2(C)CCC[C@@]2(C)CC[C@@H]1C	C=C1C[C@@H]2[C+](C)CCC[C@@]2(C)CC[C@@H]1C	4.381	-14.396
C[C@H]1CC[C@@]2(C)[C+]3CC[C@]3(C)CC[C@@]12C	C[C+]1CC[C@@]2(C)[C@@H](C)CC[C@@]2(C)C12CC2	7.045	3.081
C[C+]1[C@@H]2CC[C@H]1[C@@H](C)C[C@]21C[C@H](C)[C@@H]1C	C[C@H]1C[C@]2(C[C@H](C)[C@]3(C)[CH+]CC[C@@H]32)[C@H]1C	30.897	24.29
C[C@@H]1CC[C+]2C(C)(C)[C@@H]3CC[C@@]2(C)[C@H]1C3	C[C+]1CC[C@@H]2C[C@H]3[C@H](C)CC[C@]13C2(C)C	0.267	-4.992
C=C1CC[C@H]2CCC(C)(C)[C+](C)[C@H]2CC1	C=C1CC[C@H]2[C@@H](CC1)CC[C+](C)C2(C)C	9.792	-0.138
C=C1CC[C+]([C@]2(C)C[C@@H](CC(C)C)C2)C1	C=C1CC[C@@]2(C1)C[C@H](CC(C)C)C[C+]2C	3.851	-13.174
CC1=CC[C@@]2(CCCC(C)(C)[C+]2C)CC1	CC1=CC[C+]([C@]2(C)CCCC2(C)C)CC1	14.579	2.033
C[C@@H]1CCC=C2CCCC(C)(C)C[C+]2C1	C[C+]1CCCC2=C(C1)CC(C)(C)CCC2	10.466	9.388
C[C+]1CC[C@@H](C)[C@]2(C)C[C@@H]2[C@@]2(C)CC[C@@H]12	C/C1=C/C[C+](C)[C@H](C)CC/C(C)=C/CC1	16.787	16.769
C/C1=C/C[C+](C(C)C)CC/C(C)=C/CC1	C[C+]1CC[C@@]2(C(C)C)C[C@H]2[C@]2(C)CC[C@H]12	0.074	-26.43
C[C@H]1CC[C@H]2[C+]1[C@@]1(CC[C@@H]2C)CC1(C)C	C[C@H]1CC[C+]2C(C)(C)C[C@]23[C@@H](C)CC[C@H]13	15.1	10.751
C[C+](C)[C@H]1CC[C@]23CC[C@@]1(C)[C@H]2C[C@@H]3C	CC(C)=CCC[C@]12CC[C+](C)[C@H]1C[C@@H]2C	18.109	10.801
CC1=CC[C@H]([C@]2(C)CC[C+]2C(C)C)CC1	CC1=CC[C@H]([C+]2CC[C@]2(C)C(C)C)CC1	8.382	-1.19
C/C1=C/CC/C(C)=C/C[C+](C)[C@@H](C)CC1	C/C1=C\C[C@@]2(C)[C@@H](C)CC[C@@]2(C)[CH+]CC1	7.414	-7.688
C[C@@H]1CC[C@@H](C)[C@@]23CC[C@@](C)(C2)[C@H](C)[C+]13	C[C@H]1[C@@]2(C)CC[C@@]3(C2)[C@H](C)CC[CH+][C@]13C	18.914	16.325
C[C+]1CC[C@]23C[C@H]1C(C)(C)[C@@H]2CC[C@@H]3C	CC1=CC[C@@]2(C[CH+]1)[C@@H](C)CC[C@H]2C(C)C	12.69	-1.604
C[C+]1CC[C@]2([C@]3(C)CCCC3(C)C)C[C@H]12	CC1=CC[C@](C)([C+]2CCCC2(C)C)CC1	14.758	9.004
CC1=C[C@@H]2CCC(C)(C)[C@H](C)[C+]2CCC1	C[C+]1CCC[C@@]23[C@@H](CCC(C)(C)[C@@H]2C)[C@H]13	7.187	-18.424
C[C@H]1CC[C@]23CC[C@H](C2)[C@@H](C)C(C)(C)[C+]13	C[C+]1[C@H](C)[C@@H]2CC[C@@]3(CC[C@H](C)[C@@]13C)C2	6.937	4.258
CC1=C2C[C@H](C)[C@@H](C)CC[C+](C)[C@H]2CC1	CC1=C2C[C@H](C)[C@@H](C)CC[C@@H](C)[C+]2CC1	2.94	-22.329
C[C+](C)[C@@]1(C)[C@H]2CC[C@@H]1C[C@]21C[C@@H](C)C1	C[C+]1[C@@H]2CC[C@H](C1(C)C)[C@]1(C2)C[C@@H](C)C1	11.11	-8.806
CC(C)[C@@]1(C)CC[C@]2(C)[C+]1[C@H]1CC[C@@H]2C1	C[C+](C(C)C)[C@]12CC[C@@]1(C)[C@@H]1CC[C@H]2C1	3.431	3.084
CC1=CC[C@@H]([C@H]2CC[C@]2(C)C(C)C)C[CH+]1	CC1=CC[C+]([C@H]2CC[C@]2(C)C(C)C)CC1	13.132	-5.388
CC1=C[C@H](C)[C+]([C@@H]2C[C@@H]2C(C)C)CCC1	C[C+]1CCC[C@@]2([C@@H]3C[C@@H]3C(C)C)[C@@H](C)[C@@H]12	1.482	-13.486
C[C+]1[C@@H]2CC[C@@]3(C)C[C@@H]2[C@H](C(C)C)C[C@@H]13	CC(C)[C@@H]1C[CH+][C@@]2(C)[C@@H]3CC[C@@]2(C)C[C@H]13	15.579	13.945
CC1=CC[C@]2(CCCC(C)(C)[C+]2C)CC1	C[C+]1CC[C@]2([C@]3(C)CCCC3(C)C)C[C@H]12	10.191	-6.953
C[CH+][C@@]1(C)CC[C@@]2(C)[C@@H]3CC[C@@]2(C)C[C@@H]31	C[C+]1CC[C@@]2(C)[C@@H]3CC[C@@]2(C)C[C@@H]3[C@H]1C	7.208	-9.997
CC(C)=C[C@@H]1C[C@@]2(C)CCC[C+](C)[C@@H]1C2	C[C+](C)[C@H]1[C@@H]2C[C@@]3(C)CCC[C@](C)(C3)[C@@H]21	13.662	-15.152
C[C@H]1CC[C@@H]2C[C+]3[C@H](C)CC[C@@]31C2(C)C	C[C+]1CC[C@@H]2C[C@H]3[C@H](C)CC[C@]13C2(C)C	0.37	-11.189
CC(C)=CCC[C@@]1(C)CC[C+](C)[C@@H]2C[C@@H]21	C[C+](C)[C@H]1CC[C@@]2(C)CC[C@]3(C)C[C@@H]3[C@@H]12	0	-25.525
CC(C)=CC[C@H](C)[C+]1CC[C@@H]2CC[C@]12C	CC(C)=CC[C@H](C)[C@]12CC[C@H](CC1)[C+]2C	6.391	4.746
C[C+]1CC[C@@H]2C[C@H]1[C@@]1(C)[C@@H](C)CC[C@@]21C	C[C+]1[C@@H]2[C@@H](C)CC[C@@]1(C)[C@@H]1CC[C@@]2(C)C1	15.403	9.268
CC(C)=C[CH+]C[C@H]1CCC(C)=CC[C@@H]1C	CC(C)=CCC[C+]1CC=C(C)CC[C@@H]1C	32.17	16.242
C[C+]1CCC[C@]2(C)CC=C[C@](C)(CC1)C2	C[C@H]1CCC[C@]2(C)C=CC[C+](C2)[C@@H](C)C1	15.167	-0.483
[CH2+]/C1=C2\[C@@H](C)CC[C@H]2CC(C)(C)CCC1	C[C@H]1CC[C@H]2CC(C)(C)[C@@H]3CC[C+](C3)[C@H]12	35.924	-21.535
CC(C)=C1CC[C@](C)([C+]2CCC[C@@H]2C)C1	CC(C)[C+]1CC[C@](C)(C2=CCC[C@@H]2C)C1	13.082	4.727
CC1=C([C@@H]2CC[C@@H](C)[C@H](C)C[C+]2C)CC1	CC1=C([CH+][C@@]2(C)CC[C@@H](C)[C@H](C)C2)CC1	1.133	-10.631
CC(C)=C1[CH+]C[C@@H](C)CCC/C(C)=C\C1	CC(C)=C1CC[C@]2(C)CCC[C@H](C)[CH+][C@H]12	24.708	18.267
C/C1=C(\C(C)C)CC[C+](C)[C@H]2CC[C@@H]1C2	C=C1CC[C+](C(C)C)[C@@H](C)[C@@H]2CC[C@H]1C2	4.469	3.598
C[C+]1CC[C@]2([C@@]3(C)CC[C@H](C)[C@H]3C)C[C@H]12	CC1=CC[C@]2(CC1)CC[C@H](C)[C@@H](C)[C+]2C	15.654	8.013
C=C1CC[C@H]2[C+](C)CCCC(C)(C)C[C@@H]12	C[C@@H]1CC[CH+][C@@]2(C)C=CCC(C)(C)C[C@@H]12	12.62	9.213
CC1=CC[C@H]([C@]2(C)CC[C@@H]2[C+](C)C)CC1	CC1=CC[C@H]([C@]2(C)CC[C@@H]2C(C)C)[CH+]C1	15.008	4.972
CC(C)C1(C)CC[C+]([C@@]2(C)C=CC2)CC1	C[C+]1CC=C[C@]12CC[C@](C)(C(C)C)CC2	0	-9.883
C[C+]1CC[C@]23C[C@H]1C(C)(C)[C@H]2CC[C@@H]3C	C[C+]1[C@@H](C)C[C@]2(C3(C)CC3)[C@@H](C)CC[C@H]12	103.636	28.51
C[C+]1[C@@H]2C[C@]2(C)[C@@H](C)CC[C@@]12CC[C@H]2C	C[C@H]1CC[C@@H](C)[C@]23CC[C@H](C)[C@@]2(C)C[C+]13	13.495	0.154
C[C+]1CC=C([C@@]2(C)CCCC2(C)C)CC1	CC1(C)CCC[C@]1(C)[C+]1CC[C@]2(C)C[C@H]12	2.309	-15.194
C[C@H]1CC[C@]23CC(C)(C)[C@H](CC[C@@H]2C)[C+]13	C[C@H]1CC[C@@]23[CH+]C(C)(C)C[C@@]12CC[C@@H]3C	6.464	6.187
C[C+]1CCC[C@@]2(C1)C[C@]1(C)CC[C@H]2CC1	C=C(C)CCC[C+]1C[C@]2(C)CC[C@H]1CC2	28.075	25.36
CC1=CC[C+]([C@H](C)C/C=C\C(C)C)CC1	C[C+]1CC[C@]2([C@H](C)C/C=C\C(C)C)C[C@H]12	0.17	-5.029
CC1=C[C@@H]2[C+](C(C)C)CC[C@@H](C)[C@@H]2CC1	C[C+]1CC[C@H]2[C@H](C)CC[C@@]3(C(C)C)[C@@H]1[C@@H]23	4.321	-9.286
C[C@@H]1CCC[C@]2(C)C[C@@H]2[CH+][C@]12CC2(C)C	C[C@@H]1CCC[C@]2(C)C[C@@H]2[CH+][C@]12CC2(C)C	1.901	-15.043
C=C[C@@]1(C)CC[C@@]12[C@H]([C+](C)C)CC[C@H]2C	C=C[C+](C)C1([C@H](C)CCC=C(C)C)CC1	39.518	23.581
C[C+]1C[C@@]2(C)CCC=C(CC[C@H]1C)[C@@H]2C	CC1=C2[CH+]CC[C@]1(C)C[C@H](C)[C@H](C)CC2	4.233	-2.3
CC(C)[C@H]1CC[C@@]2(C)[CH+][C@@H]3C[C@]3(C)[C@H]2C1	CC(C)[C@H]1CC[C+]2[C@H](C)[C@H]3C[C@@]3(C)[C@H]2C1	5.696	-9.839
C/C=C(/C)C[C@H]1C=C(C)CC[C@@H]1[C+](C)C	C/C=C(/C)C/C=C\[C+](C)CCC=C(C)C	23.737	23.187
C/C1=C2\CC(C)(C)[C@H]2CC[C@H](C)[CH+]CC1	C/C1=C\CC[C@@H](C)CC[C@H]2[C+]1CC2(C)C	4.896	-17.29
CC(C)=C[CH+]C[C@@H](C)[C@H]1CC=C(C)CC1	CC(C)=CCC[C@@H](C)[C@H]1[CH+]C=C(C)CC1	6.88	5.702
C[C+]1CC[C@H]2[C@H](CC2(C)C)[C@@]2(C)CC[C@@H]12	C[C+]1CC[C@H](C)[C@]12CC[C@H]1[C@@H]2CC1(C)C	3.056	2.444
CCC1=CC[C@@H]([C@@H]2CCC(C)(C)C2)[C+]1C	CCC1=C(C)[C@H]([C@@H]2[CH+]CC(C)(C)C2)CC1	22.616	21.969
CC(C)=CCC[C@H]1CC[C+](C)[C@H]2C[C@@]12C	CC(C)=CCC[C+]1CC=C(C)CC[C@H]1C	16.663	14.348
C[C+]1CC[C@H]2[C@@H]1[C@@H]2[C@@]1(C)CC[C@H]1C(C)C	CC(C)=CCC[C+](C)[C@H]1C=C(C)CCC1	9.44	8.354
C[C+]1[C@H]2CC[C@H](C)[C@@]23CC[C@H](C3)C1(C)C	C[C@H]1[C+]2CC[C@H](C)[C@@]23CC[C@H](C3)C1(C)C	2.15	-0.894
C[C@H]1CC[C+]2[C@]1(C)C[C@H]1CC[C@H](C)[C@@]21C	C[C+]1[C@@H](C)CC[C@]12C[C@H]1CC[C@H](C)[C@]12C	12.18	12.087
CC(C)CC1=C[C@]2(C)CC[C@@H]2[C@@H](C)C[CH+]1	C[C@H]1CC[C@@]2([CH+][C@]3(C)CC[C@H]13)CC2(C)C	11.721	-23.952
C[C+]1[C@H]2CC[C@@]3(C[C@@H]2C)[C@@H](C)CC[C@]13C	C[C+]1C[C@@]23CC[C@@H]1[C@H](C)[C@@]2(C)CC[C@@H]3C	9.565	1.579
CC1(C)CCC[C@]2(C)[C+]1CC[C@]1(C)C[C@@H]12	CC1(C)CCC[C+]2[C@H]3C[C@@]3(C)CC[C@]21C	5.646	-5.33
CC(C)=CC/C=C(\C)C1CC[C+](C)CC1	CC(C)=CC[CH+]C(C)=C1CCC(C)CC1	3.147	-13.916
C[C+]1C(C)(C)[C@H]2CC[C@@]13CC[C@H](C)[C@@H]3C2	C[C+](C)[C@@]1(C)[C@H]2CC[C@@]13CC[C@H](C)[C@@H]3C2	24.595	18.645
CC(C)[C+]1C[C@@H]2[C@@H](C)CC[C@@H]2C2(CC2)C1	CC(C)[C@@]12CCC[C+]1[C@H]1CC[C@H](C)[C@H]1C2	16.083	-12.963
CC(C)[C@@]12CCC[C@]1(C)[C@H]1CC[C@H](C)[C+]12	CC(C)[C+]1CCC[C@]2(C)[C@H]3CC[C@H](C)[C@]132	2.372	-2.546
C/C1=C/CC[C+](C)[C@H]2C[C@@]2(C)[C@H](C)CC1	C[C@H]1[C@@H]2CCC[C+]2[C@@]2(C)CC[C@@H](C)[C@@]12C	10.184	0.637
C[C+]1[C@@H]2CC[C@H](C)[C@@]23CC[C@H](C3)C1(C)C	C[C+]1[C@@H]2CC[C@]3(C2)[C@@H](C)CC[C@H]3C1(C)C	6.525	3.034
C/C1=C/C=C(/[C+](C)C)CC[C@@H](C)CCC1	C/C1=C/C=C(\[C+](C)C)CC[C@@H](C)CCC1	0	-0.018
C[C+]1[C@@H]2CC[C@@]13[C@@H](CC[C@H]3C)CC2(C)C	C[C@@H]1CC[C+]2CC(C)(C)[C@H]3CC[C@]21[C@@H]3C	7.724	-1.296
C/C1=C\[C@H]2[C@@H](CC[C+](C)CCC1)C2(C)C	C/C1=C\C[C@@H]2[C@H](C[C+](C)CCC1)C2(C)C	1.166	0.592
CC1=CC=C(C)[C@@H](CCC[C+](C)C)CC1	CC(C)=CCC[C@H]1CCC(C)=CC[C+]1C	27.508	22.402
C[C@H]1CCC(C)(C)[C+]2CC[C@H]3C[C@]21[C@H]3C	C[C@H]1CCC(C)(C)[C@@]23CC[C@@H](C2)[C@H](C)[C+]13	7.167	-11.35
C/C1=C/CC/C(C)=C/CC(C)(C)[CH+]CC1	C[C+]1CC[C@@H]2[C@@H](CC2(C)C)[C@]2(C)CC[C@@H]12	1.302	-31.445
CC1(C)CC[C@H]2[C@H](CC2(C)C)[C@H]2CC[C+]21	CC1(C)C[C@@H]2[C+]3CC[C@H]3C(C)(C)CC[C@@H]21	6.193	-4.463
CC1=CC[C@H]([C@@]2(C)CC[C@H]2[C+](C)C)CC1	CC1=CC[C@H]([C@@]2(C)CC[C+]2C(C)C)CC1	16.554	8.293
C=C(CCC=C(C)C)C1CC[C+](C)CC1	CC(C)=CCC[C+]1C[C@]2(C)CC[C@H]1CC2	0	-85.008
C[C+]1CC[C@@H]2[C@@H](C)CC[C@@]3(C(C)C)C[C@@]123	CC1=C2C[C+](C(C)C)CC[C@H](C)[C@H]2CC1	10.038	5.233
C[C+]1C[C@@H]2C(C)(C)[C@@]23CC[C@H](C)CC[C@@H]13	C[C@H]1C[C@@H]2C(C)(C)[C@@]23CC[C@H](C)CC[C+]13	12.221	-13.182
CC1=CC[C@H]([C@@]2(C)CC[C@H]2[C+](C)C)CC1	CC1=CC[C@@H]([C@@]2(C)CCC(C)(C)C2)C[CH+]1	14.608	-16.943
C[C+]1CC[C@H]2[C@H](CC2(C)C)[C@@]12CC[C@@H]2C	C[C@H]1CC[C+]1[C@@]1(C)CC[C@H]2[C@@H]1CC2(C)C	8.169	4.709
C[C+]1CC[C@H]2[C@H]1CC(C)(C)[C@@H]1CC[C@]21C	CC1(C)C[CH+][C@@]2(C)CC[C@@H]2[C@@]2(C)CC[C@@H]12	42.337	36.421
C/C1=C/CC[C@@H](C)[C+]2CC(C)(C)[C@@H]2CC1	C[C+]1CC[C@H]2C(C)(C)C[C@]23[C@H]1CC[C@H]3C	1.283	-26.858
C[C@H]1CC[C@H]2[C+](C(C)(C)C)[C@H]3CC[C@@]12C3	C[C@H]1CC[C+]2[C@@H](C(C)(C)C)[C@H]3CC[C@]21C3	1.476	-1.927
C/C1=C/CC/C(C)=C/C[C@H]([C+](C)C)CC1	C[C+]1CC[C@@H](C)[C@@]2(C)C[C@H]2[C@]2(C)CC[C@H]12	0.094	-12.53
C[C+]1CC[C@]23C[C@H]1C(C)(C)[C@@H]2CC[C@H]3C	C[C+]1[C@@H]2CC[C@@H](C)[C@]23CC[C@@](C)(C3)[C@@H]1C	10.04	-13.6
CC(C)[C+]1CC[C@H](C)[C@H]2CC[C@@]3(C)C[C@@]123	C[C+]1CC[C@H]2C(=C(C(C)C)CC[C@@H]2C)C1	12.786	12.527
CC1=CC[C@@H]([C@]2(C)CC[C@H](C)[C@H]2C)C[CH+]1	CC1=CC[C@@H]([C@]2(C)CC[C@H](C)[C+]2C)CC1	13.186	-3.494
C/C(=C\CCC(C)C)[C@@]12CC[C+](C)[C@@H]1C2	CC1=CC/C(=C(/C)[CH+]CCC(C)C)CC1	0.523	-1.176
CC(C)[C@H]1CC[C@@]2(C)[C@]3(C)CC[CH+][C@@]32C1	CC(C)[C@H]1CC[C@]2(C)[C+](C1)[C@H]1CC[C@]12C	12.998	12.998
C[C@H]1CC[C@@]2(C)[C+]3CC[C@@]3(C)CC[C@@]12C	C[C@H]1CC[C+]2[C@@]1(C)CC[C@]1(C)CC[C@]21C	0.61	-7.239
CC(C)=CCC[C@]1(C)[C@@H]2CC[C+](C)[C@H]1C2	C[C+](C)[C@H]1CC[C@@]2(C)[C@@H]1[C@@]1(C)CC[C@@H]2C1	13.286	-25.066
C[C+]1CC[C@@H]2CC[C@@H](C(C)C)[C@@H]3[C@H]1[C@]23C	CC1=C[C+](C)[C@@H]2[C@H](CC1)CC[C@H]2C(C)C	37.507	22.052
C/C1=C\CCC(C)(C)C[C@@H]2[C+](C)CC[C@@H]12	C[C+]1[C@@H]2CCC(C)(C)C[C@@H]2[C@@]2(C)CC[C@@H]12	26.501	-15.299
CC1=CCC([C@@H](C)CCC[C+](C)C)=CC1	CC(C)=CCC[C@H](C)C1=CC[C+](C)CC1	2.245	0.402
CC1=CC[C@H]([C@@]2(C)CC[C@@H]2[C+](C)C)CC1	CC1=CC[C@H]([C@]2(C)[CH+]C(C)(C)CC2)CC1	13.691	-0.327
CC(C)=CCC[C@@H](C)[C+]1CC[C@]2(C)C[C@H]12	C[C+](C)[C@H]1CC[C@@H](C)[C@]12CC[C@]1(C)C[C@@H]12	0	-17.749
